invoice_file,invoice_id,amount,date,vendor,text_excerpt,match_order_row,match_order_id,match_score
D:\发票\报销中\北京理工大学_20260123190646_26322000000606674641.pdf,,82.66,,,电子发票（普通发票） 发票号码：26322000000606674641 开票日期：2026年01月23日 购 名称：北京理工大学 销 名称：扬中市琪悦通讯器材经营部（个体工商户） 买 售 方 方 信 统一社会信用代码/纳税人识别号：12100000400009127B 信 统一社会信用代码/纳税人识别号：92321182MADARYXN83 息 息 项目名称 规格型号 单 位 数 量 单 价 金,,,
